filePath,lineNumber,text,classification
DeepBank1.1/20780009,295,"nw/wsj/07/wsj_0780.parse 8 7 gold achieve-v 55.2 Accomplishment achieve.01 1 ----- 1:1*9:1-ARG1=Theme 4:0-ARGM-MOD 5:1-ARGM-TMP 7:0-rel 10:1-ARGM-MNR 14:1-ARGM-MNR 
",Accomplishment
DeepBank1.1/20782004,127,"nw/wsj/07/wsj_0782.parse 3 3 gold employ-v 13.5.3 Employing employ.01 1 ----- 0:1-ARG0=Agent 3:0-rel 4:2-ARG1=Theme 
",Employing
DeepBank1.1/20782006,575,"nw/wsj/07/wsj_0782.parse 5 4 gold criticize-v 33 Judgment_communication criticize.01 null ----- 0:2-ARG0=Agent;Communicator 4:0-rel 5:1-ARG1=Theme;Evaluee 6:1-ARG2=Attribute;Reason 
",Judgment_communication
DeepBank1.1/20782011,612,"nw/wsj/07/wsj_0782.parse 10 15 gold establish-v 55.5-1 Intentionally_create establish.01 null ----- 0:1-ARGM-LOC 6:3-ARG0 14:0-ARGM-MOD 15:0-rel 16:2-ARG1 28:1-ARGM-LOC 
",Intentionally_create
DeepBank1.1/20782016,581,"nw/wsj/07/wsj_0782.parse 15 7 gold plan-v 62 Purpose plan.01 null ----- 0:1-ARGM-TMP 6:1*8:1-ARG0=Experiencer;Agent 7:0-rel 8:2-ARG1 
",Purpose
DeepBank1.1/20782018,340,"nw/wsj/07/wsj_0782.parse 17 6 gold post-v 11.1 Sending post.01 null ----- 0:1-ARGM-TMP 5:1-ARG0=Agent;Sender 6:0-rel 7:2-ARG1=Theme;Theme 
",Sending
DeepBank1.1/20783001,421,"nw/wsj/07/wsj_0783.parse 0 19 gold consider-v 29.9-1-1-1 Cogitation consider.01 null ----- 0:1-ARGM-ADV 18:1-ARG0=Agent;Cognizer 19:0-rel 20:2-ARG1=Theme;Topic 
",Cogitation
DeepBank1.1/20783002,240,"nw/wsj/07/wsj_0783.parse 1 5 gold announce-v 37.7-1 Statement announce.01 null ----- 0:1-ARG0=Agent;Speaker 4:1-ARGM-TMP 5:0-rel 6:1-ARG1=Topic;Message 
",Statement
DeepBank1.1/20783004,756,"nw/wsj/07/wsj_0783.parse 3 40 gold eliminate-v 10.1 Removing eliminate.01 null ----- 0:1-ARGM-DIS 2:2-ARGM-TMP 25:1-ARG0=Agent;Agent/Cause 39:1-ARGM-ADV 40:0-rel 41:2-ARG1=Theme;Theme 
",Removing
DeepBank1.1/20783012,177,"nw/wsj/07/wsj_0783.parse 11 2 gold reply-v 37.7 Communication_response reply.01 1 ----- 0:1-ARG0=Agent;Speaker 2:0-rel 4:1-ARG2=Topic;Message/Trigger 
",Communication_response
DeepBank1.1/20783013,477,"nw/wsj/07/wsj_0783.parse 12 1 gold believe-v 29.5-1 Awareness believe.01 null ----- 0:1-ARG0 1:0-rel 2:1*18:1-ARG1 
",Awareness
DeepBank1.1/20784002,626,"nw/wsj/07/wsj_0784.parse 1 27 gold inform-v 37.9 Telling inform.01 null ----- 0:2*26:1-ARG1=Recipient;Addressee 27:0-rel 29:1-ARGM-LOC 33:1-ARG0=Agent;Speaker 0:2*26:1-LINK-PRO 
",Telling
DeepBank1.1/20784004,518,"nw/wsj/07/wsj_0784.parse 3 10 gold move-v 11.2 Cause_motion move.01 null ----- 0:1-ARGM-ADV 9:1-ARG0 10:0-rel 11:2-ARG1 14:1-ARGM-DIR 
",Cause_motion
DeepBank1.1/20784006,535,"nw/wsj/07/wsj_0784.parse 5 27 gold leave-v 51.2-1 Departing leave.01 null ----- 14:2-ARG0=Theme;Theme 26:1-ARGM-TMP 27:0-rel 
",Departing
DeepBank1.1/20784007,588,"nw/wsj/07/wsj_0784.parse 6 4 gold inform-v 37.9 Telling inform.01 null ----- 0:2*5:1-ARG1=Recipient;Addressee 4:0-rel 6:1-ARGM-TMP 7:1-ARG2=Topic;Message 0:2*5:1-LINK-PSV 
",Telling
DeepBank1.1/20784010,467,"nw/wsj/07/wsj_0784.parse 9 12 gold move-v 11.2 Motion move.01 null ----- 8:1-ARG1 12:0-rel 13:1-ARGM-DIR 
",Motion
DeepBank1.1/20784014,239,"nw/wsj/07/wsj_0784.parse 13 4 gold complete-v 55.2 Activity_finish complete.01 null ----- 1:1*5:1-ARG1=Theme 4:0-rel 
",Activity_finish
DeepBank1.1/20784015,506,"nw/wsj/07/wsj_0784.parse 14 11 gold sprawl-v 50 Change_posture sprawl.01 null ----- 11:0-rel 12:0-ARG1=Agent;Protagonist 
",Change_posture
DeepBank1.1/20785001,407,"nw/wsj/07/wsj_0785.parse 0 5 gold rise-v 45.6-1 Change_position_on_a_scale rise.01 null ----- 0:2-ARG1=Patient;Item 5:0-rel 6:1-ARG2=Extent;Difference 8:1-ARGM-TMP 14:1-ARGM-ADV 
",Change_position_on_a_scale
DeepBank1.1/20785003,314,"nw/wsj/07/wsj_0785.parse 2 5 gold sell-v 13.1-1 Commerce_sell sell.01 null ----- 3:1*6:1-ARG1=Theme;Goods 5:0-rel 7:1-ARGM-LOC 11:1-ARG2=Recipient 3:1*6:1-LINK-PSV 
",Commerce_sell
DeepBank1.1/20785004,335,"nw/wsj/07/wsj_0785.parse 3 4 gold consume-v 39.4-1 Ingestion consume.01 2 ----- 3:1*5:1-ARG1=Patient;Ingestibles 4:0-rel 6:1-ARGM-LOC 3:1*5:1-LINK-PSV 
",Ingestion
DeepBank1.1/20785006,391,"nw/wsj/07/wsj_0785.parse 5 6 gold compare-v 22.2-2 Evaluative_comparison compare.01 null ----- 0:1-ARG1=Patient 6:0-rel 7:1-ARG2=Co-Patient 
",Evaluative_comparison
DeepBank1.1/20787003,398,"nw/wsj/07/wsj_0787.parse 2 2 gold contend-v 29.5-2 Statement contend.01 1 ----- 0:1-ARG0=Agent;Speaker 2:0-rel 3:1-ARG1=Theme;Addressee 
",Statement
DeepBank1.1/20787007,305,"nw/wsj/07/wsj_0787.parse 6 9 gold reduce-v 76 Cause_change_of_position_on_a_scale reduce.01 null ----- 3:1*10:1-ARG1=Patient 9:0-rel 11:1-ARG4=Goal 
",Cause_change_of_position_on_a_scale
DeepBank1.1/20787009,306,"nw/wsj/07/wsj_0787.parse 8 9 gold need-v 32.1-1-1 Required_event need.01 null ----- 7:1*10:1-ARG0=Pivot 9:0-rel 10:2-ARG1=Theme 15:2-ARGM-PRP 
",Required_event
DeepBank1.1/20787021,353,"nw/wsj/07/wsj_0787.parse 20 15 gold try-v 61 Attempt try.01 null ----- 10:2*16:1-ARG0=Agent 14:0-ARGM-MOD 15:0-rel 16:2-ARG1=Theme 
",Attempt
DeepBank1.1/20787022,772,"nw/wsj/07/wsj_0787.parse 21 3 gold propose-v 37.7-1 Statement propose.01 null ----- 0:1*4:1-ARG1=Topic;Message 3:0-rel 5:1-ARG0=Agent;Speaker 8:1-ARGM-TMP 0:1*4:1-LINK-PSV 
",Statement
DeepBank1.1/20788001,498,"nw/wsj/07/wsj_0788.parse 0 5 gold respond-v 37.7 Communication_response respond.01 null ----- 0:1-ARG0=Agent;Speaker 5:0-rel 6:1-ARG1=Recipient;Addressee 13:1-ARG2=Topic;Message/Trigger 
",Communication_response
DeepBank1.1/20788002,276,"nw/wsj/07/wsj_0788.parse 1 1 gold propose-v 37.7-1 Statement propose.01 null ----- 1:0-rel 2:0-ARG1=Topic;Message 
",Statement
DeepBank1.1/20788003,412,"nw/wsj/07/wsj_0788.parse 2 18 gold destroy-v 44 Destroying destroy.01 null ----- 13:1*15:1*16:1-ARG0=Agent;Cause/Destroyer 17:0-ARGM-MOD 18:0-rel 19:2-ARG1=Patient;Undergoer 13:1*15:1-LINK-SLC 
",Destroying
DeepBank1.1/20788007,325,"nw/wsj/07/wsj_0788.parse 6 9 gold provide-v 13.4.1-2 Supply provide.01 null ----- 0:2*8:1-ARG0=Agent 9:0-rel 10:2-ARG1=Theme 
",Supply
DeepBank1.1/20788009,494,"nw/wsj/07/wsj_0788.parse 8 16 gold create-v 27 Creating create.01 null ----- 13:1*14:1*15:1-ARG0=Cause 16:0-rel 17:2-ARG1=Theme 13:1*14:1-LINK-SLC 
",Creating
DeepBank1.1/20788017,203,"nw/wsj/07/wsj_0788.parse 16 4 gold compete-v 36.4-1 Competition compete.01 1 ----- 0:1-ARG0=Agent 4:0-rel 5:1-ARGM-LOC 8:1-ARGM-MNR 
",Competition
DeepBank1.1/20788018,355,"nw/wsj/07/wsj_0788.parse 17 9 gold divert-v 31.1 Cause_to_experience divert.01 1 ----- 0:1-ARGM-TMP 2:2*10:1-ARG1=Experiencer;Experiencer 7:0-ARGM-MOD 9:0-rel 11:1-ARG2 14:1-ARGM-MNR 
",Cause_to_experience
DeepBank1.1/20788019,147,"nw/wsj/07/wsj_0788.parse 18 5 gold court-v 36.2 Personal_relationship court.01 1 ----- 0:1-ARG0=Agent;Partner_1 4:1-ARGM-MNR 5:0-rel 6:1-ARG1=Co-Agent;Partner_2 
",Personal_relationship
DeepBank1.1/20788021,309,"nw/wsj/07/wsj_0788.parse 20 3 gold need-v 32.1-1-1 Have_as_requirement need.01 null ----- 0:1-ARG0=Pivot 3:0-rel 4:1-ARG1=Theme 
",Have_as_requirement
DeepBank1.1/20788022,233,"nw/wsj/07/wsj_0788.parse 21 9 gold increase-v 45.6-1 Cause_change_of_position_on_a_scale increase.01 1 ----- 4:1*6:1*7:1-ARG0 8:0-ARGM-MOD 9:0-rel 10:2-ARG1=Patient;Item 4:1*6:1-LINK-SLC 
",Cause_change_of_position_on_a_scale
DeepBank1.1/20788026,363,"nw/wsj/07/wsj_0788.parse 25 4 gold increase-v 45.6-1 Cause_change_of_position_on_a_scale increase.01 1 ----- 3:1*16:1-ARG0 4:0-rel 5:1-ARG1=Patient;Item 6:1-ARGM-CAU 
",Cause_change_of_position_on_a_scale
DeepBank1.1/20788027,336,"nw/wsj/07/wsj_0788.parse 26 6 gold make-v 29.3 Causation make.02 null ----- 0:2-ARG0=Agent 5:0-ARGM-MOD 6:0-rel 7:2-ARG1=Theme 
",Causation
DeepBank1.1/20788029,244,"nw/wsj/07/wsj_0788.parse 28 7 gold assume-v 93 Adopt_selection assume.01 null ----- 5:1-ARG0 7:0-rel 8:1-ARG1 
",Adopt_selection
DeepBank1.1/20788031,343,"nw/wsj/07/wsj_0788.parse 30 2 gold make-v 29.3 Causation make.02 null ----- 0:1-ARG0=Agent 2:0-rel 3:3-ARG1=Theme 
",Causation
DeepBank1.1/20788032,199,"nw/wsj/07/wsj_0788.parse 31 4 gold expose-v 78 Reveal_secret expose.01 1 ----- 0:1-ARG0 3:0-ARGM-MOD 4:0-rel 5:1-ARG1 7:1-ARG2 
",Reveal_secret
DeepBank1.1/20788033,556,"nw/wsj/07/wsj_0788.parse 32 1 gold face-v 98 Confronting_problem face.01 null ----- 0:1*17:1-ARG1 1:0-rel 3:1-ARG0 
",Confronting_problem
DeepBank1.1/20788036,483,"nw/wsj/07/wsj_0788.parse 35 17 gold ban-v 67 Prohibiting ban.01 null ----- 0:1-ARGM-DIS 2:1-ARGM-LOC 6:2*18:1-ARG1=Theme;State_of_affairs 14:0-ARGM-MOD 16:1-ARGM-MNR 17:0-rel 20:1-ARGM-ADV 
",Prohibiting
DeepBank1.1/20788037,284,"nw/wsj/07/wsj_0788.parse 36 6 gold occur-v 48.3 Event occur.01 null ----- 0:1-ARGM-DIS 4:1-ARG1=Theme;Event 5:0-ARGM-MOD 6:0-rel 7:2-ARGM-MNR 
",Event
DeepBank1.1/20788043,355,"nw/wsj/07/wsj_0788.parse 42 20 gold serve-v 29.6-2 Assistance serve.01 null ----- 14:1*17:1*18:1-ARG0=Agent 20:0-rel 21:1-ARGM-TMP 14:1*17:1-LINK-SLC 
",Assistance
DeepBank1.1/20789002,707,"nw/wsj/07/wsj_0789.parse 1 4 gold receive-v 13.5.2 Receiving receive.01 null ----- 3:1-ARG0=Agent;Donor 4:0-rel 5:1-ARG1=Theme;Theme 7:1-ARGM-TMP 
",Receiving
DeepBank1.1/20789003,513,"nw/wsj/07/wsj_0789.parse 2 1 gold count-v 108 Being_in_category count.01 null ----- 0:1-ARG0 1:0-rel 2:1-ARG1 
",Being_in_category
DeepBank1.1/20790002,353,"nw/wsj/07/wsj_0790.parse 1 15 gold take-v 10.5 Taking take.01 5 ----- 0:2-ARG0=Agent 15:0-rel 16:2-ARG1=Theme 
",Taking
DeepBank1.1/20790004,291,"nw/wsj/07/wsj_0790.parse 3 10 gold flow-v 47.2 Fluidic_motion flow.01 4 ----- 0:1-ARGM-PNC 9:1-ARG1=Theme;Fluid 10:0-rel 11:1-ARGM-DIR 
",Fluidic_motion
DeepBank1.1/20790013,507,"nw/wsj/07/wsj_0790.parse 12 7 gold follow-v 51.6 Cotheme follow.02 4 ----- 0:1*2:1*6:1-ARG0=Agent;Theme 0:2-ARGM-ADV 7:0-rel 8:2-ARG1=Theme;Cotheme 14:1-ARGM-MNR 
",Cotheme
DeepBank1.1/20790014,234,"nw/wsj/07/wsj_0790.parse 13 3 gold die-v 48.2 Death die.01 1 ----- 0:1-ARG1=Patient;Protagonist 3:0-rel 4:1-ARGM-MNR 6:2-ARGM-ADV 
",Death
DeepBank1.1/20790017,279,"nw/wsj/07/wsj_0790.parse 16 6 gold lie-v 47.6 Being_located lie.01 1 ----- 0:1-ARG1=Theme 4:1-ARGM-DIS 6:0-rel 7:0-ARGM-NEG 8:1-ARG2=Location 
",Being_located
DeepBank1.1/20790018,287,"nw/wsj/07/wsj_0790.parse 17 1 gold mourn-v 31.2 Experiencer_focus mourn.01 1 ----- 0:1-ARG0=Experiencer 1:0-rel 2:1-ARG1=Attribute 
",Experiencer_focus
DeepBank1.1/20790019,225,"nw/wsj/07/wsj_0790.parse 18 2 gold move-v 11.2 Motion move.01 4 ----- 0:1-ARG1 2:0-rel 3:1-ARG2 6:1-ARGM-TMP 8:2-ARGM-PNC 
",Motion
DeepBank1.1/20790020,173,"nw/wsj/07/wsj_0790.parse 19 4 gold wish-v 32.2-1 Desiring wish.01 1 ----- 1:1-ARG0=Pivot 4:0-rel 5:2-ARG1=Theme 
",Desiring
DeepBank1.1/20790025,279,"nw/wsj/07/wsj_0790.parse 24 6 gold ordain-v 29.1 Rite ordain.01 1 ----- 2:1-ARG0=Agent 4:0-ARGM-NEG 5:1-ARGM-TMP 6:0-rel 7:1-ARG1=Theme 
",Rite
DeepBank1.1/20790028,344,"nw/wsj/07/wsj_0790.parse 27 2 gold begin-v 55.1-1 Activity_start begin.01 2 ----- 0:1-ARG0=Agent;Agent 2:0-rel 3:2-ARG1=Theme;Activity 5:2-ARGM-TMP 
",Activity_start
DeepBank1.1/20790030,562,"nw/wsj/07/wsj_0790.parse 29 7 gold make-v 29.3 Causation make.02 3 ----- 0:0-ARGM-DIS 1:2-ARG0=Agent 6:1-ARGM-ADV 7:0-rel 8:2-ARG1=Theme 12:1-ARGM-ADV 
",Causation
DeepBank1.1/20790039,450,"nw/wsj/07/wsj_0790.parse 38 13 gold leave-v 51.2-1 Departing leave.01 1 ----- 11:1-ARG0 13:0-rel 14:1-ARG1 17:2-ARGM-ADV 
",Departing
DeepBank1.1/20790052,568,"nw/wsj/07/wsj_0790.parse 51 4 gold give-v 13.1-1 Giving give.01 4 ----- 0:1-ARG0=Agent;Donor 4:0-rel 5:2-ARG1=Theme;Theme 
",Giving
DeepBank1.1/20790056,411,"nw/wsj/07/wsj_0790.parse 55 14 gold gripe-v 37.8 Statement gripe.01 null ----- 7:1*12:1*13:1-ARG0=Agent;Speaker 14:0-rel 16:1-ARG1=Topic;Message 7:1*12:1-LINK-SLC 
",Statement
DeepBank1.1/20793011,254,"nw/wsj/07/wsj_0793.parse 10 9 gold help-v 72-1 Assistance help.01 null ----- 6:1*7:1*8:1-ARG0=Agent;Helper 9:0-rel 10:2-ARG1=Theme;Goal/Focal_entity 6:1*7:1-LINK-SLC 
",Assistance
DeepBank1.1/20794010,401,"nw/wsj/07/wsj_0794.parse 9 6 gold tell-v 37.2-1 Telling tell.01 null ----- 2:1*4:1-ARG0=Agent;Speaker 3:0-ARGM-MOD 6:0-rel 7:1-ARG2=Recipient;Addressee 8:1-ARG1=Topic;Message 
",Telling
DeepBank1.1/20794015,381,"nw/wsj/07/wsj_0794.parse 14 10 gold attack-v 33 Attack attack.01 null ----- 4:1*6:1*8:1*11:1-ARG1=Theme;Victim 10:0-rel 12:1-ARGM-LOC 14:1-ARG0=Agent;Assailant 4:1*6:1-LINK-SLC 
",Attack
DeepBank1.1/20794020,485,"nw/wsj/07/wsj_0794.parse 19 14 gold accomplish-v 55.2 Accomplishment accomplish.01 1 ----- 2:2*11:1*16:1-ARGM-MNR 12:1-ARG0=Agent 14:0-rel 15:1-ARG1=Theme 2:2*11:1-LINK-SLC 
",Accomplishment
DeepBank1.1/20795004,191,"nw/wsj/07/wsj_0795.parse 3 5 gold soar-v 45.6-1 Change_position_on_a_scale soar.01 2 ----- 0:2-ARG1=Patient;Item 5:0-rel 7:1-ARGM-ADV 
",Change_position_on_a_scale
DeepBank1.1/20795024,436,"nw/wsj/07/wsj_0795.parse 23 6 gold add-v 22.1-2 Statement add.02 null ----- 1:2-ARG1 6:0-rel 7:1-ARG2 
",Statement
DeepBank1.1/20795027,441,"nw/wsj/07/wsj_0795.parse 26 2 gold suggest-v 37.7-1-1 Statement suggest.01 null ----- 1:1-ARG0=Agent;Speaker 2:0-rel 3:1-ARG1=Topic;Message 
",Statement
DeepBank1.1/20795028,284,"nw/wsj/07/wsj_0795.parse 27 15 gold cause-v 27 Causation cause.01 1 ----- 8:1*9:1*10:1*13:1-ARG0=Cause;Cause 15:0-rel 16:2-ARG1=Theme;Effect 8:1*9:1-LINK-SLC 
",Causation
DeepBank1.1/20796002,440,"nw/wsj/07/wsj_0796.parse 1 2 gold provide-v 13.4.1-2 Supply provide.01 null ----- 0:1-ARG0=Agent 2:0-rel 3:1-ARG1=Theme 5:1-ARG2=Recipient 
",Supply
DeepBank1.1/20799002,282,"nw/wsj/07/wsj_0799.parse 1 10 gold keep-v 55.6 Cause_to_continue keep.04 null ----- 0:1*8:1-ARG0=Agent 10:0-rel 11:1*14:1-ARG1=Theme 14:2-ARG2 0:1*8:1-LINK-PRO 
",Cause_to_continue
DeepBank1.1/20799003,444,"nw/wsj/07/wsj_0799.parse 2 7 gold soar-v 45.6-1 Change_position_on_a_scale soar.01 2 ----- 0:2-ARGM-TMP 5:1-ARG1=Patient;Item 7:0-rel 8:1-ARG2=Extent;Difference 10:1-ARG4 16:1-ARGM-ADV 
",Change_position_on_a_scale
DeepBank1.1/20799010,457,"nw/wsj/07/wsj_0799.parse 9 4 gold suggest-v 37.7-1-1 Statement suggest.01 null ----- 1:1-ARG0=Agent;Speaker 4:0-rel 
",Statement
DeepBank1.1/20799037,770,"nw/wsj/07/wsj_0799.parse 36 3 gold help-v 72-1 Assistance help.01 null ----- 2:1*12:2-ARG0=Agent;Helper 3:0-rel 4:1-ARG2=Beneficiary;Benefited_party 6:1-ARG1=Theme;Goal/Focal_entity 
",Assistance
DeepBank1.1/20799051,215,"nw/wsj/07/wsj_0799.parse 50 4 gold make-v 26.1-1 Manufacturing make.01 null ----- 0:0-ARGM-DIS 1:1-ARG0=Agent;Manufacturer 3:0-ARGM-NEG 4:0-rel 5:3-ARG1=Product;Product 
",Manufacturing
DeepBank1.1/20800001,314,"nw/wsj/08/wsj_0800.parse 0 6 gold buy-v 13.5.1 Commerce_buy buy.02 null ----- 0:2-ARG0=Agent;Buyer 6:0,7:1-rel 8:1-ARG1=Theme;Goods 
",Commerce_buy
DeepBank1.1/20800005,706,"nw/wsj/08/wsj_0800.parse 4 19 gold receive-v 13.5.2 Receiving receive.01 null ----- 0:3-ARGM-TMP 5:2-ARG0=Agent;Donor 19:0-rel 20:1-ARG1=Theme;Theme 26:1-ARG2=Source 30:1-ARG3 
",Receiving
DeepBank1.1/20800014,447,"nw/wsj/08/wsj_0800.parse 13 6 gold charge-v 54.5 Commerce_collect charge.01 null ----- 1:1*4:1*7:1-ARG1=Asset 5:1-ARG0=Agent 6:0-rel 1:1*4:1-LINK-SLC 
",Commerce_collect
DeepBank1.1/20800018,597,"nw/wsj/08/wsj_0800.parse 17 1 gold acquire-v 13.5.2-1 Getting acquire.01 null ----- 0:1*2:1*21:1-ARG1=Theme;Theme 1:0-rel 3:1-ARG2=Source;Source 
",Getting
DeepBank1.1/20800019,465,"nw/wsj/08/wsj_0800.parse 18 6 gold make-v 29.3 Causation make.02 null ----- 1:1*4:1*5:1-ARG0=Agent 6:0-rel 7:2-ARG1=Theme 1:1*4:1-LINK-SLC 
",Causation
DeepBank1.1/20800022,179,"nw/wsj/08/wsj_0800.parse 21 7 gold plan-v 62 Purpose plan.01 null ----- 6:1-ARG0=Experiencer;Agent 7:0-rel 8:2-ARG1 
",Purpose
DeepBank1.1/20800025,475,"nw/wsj/08/wsj_0800.parse 24 13 gold acquire-v 13.5.2-1 Getting acquire.01 null ----- 0:1-ARGM-TMP 11:1-ARG0=Agent;Recipient 13:0-rel 14:2-ARG1=Theme;Theme 
",Getting
DeepBank1.1/20800029,271,"nw/wsj/08/wsj_0800.parse 28 16 gold disclose-v 37.7 Reveal_secret disclose.01 null ----- 13:1-ARG0 14:0-ARGM-MOD 15:0-ARGM-NEG 16:0-rel 17:1-ARG1 
",Reveal_secret
DeepBank1.1/20800032,154,"nw/wsj/08/wsj_0800.parse 31 6 gold report-v 37.7-1 Statement report.01 null ----- 4:1-ARG0 6:0-rel 7:1-ARG1 8:1-ARGM-MNR 
",Statement
DeepBank1.1/20800041,317,"nw/wsj/08/wsj_0800.parse 40 22 gold link-v 22.1-2-1 Make_cognitive_connection link.01 null ----- 13:1*20:1-ARG0=Agent;Cognizer 22:0-rel 23:1-ARG1=Patient;Concept_1 25:1-ARG1=Patient;Concept_1 
",Make_cognitive_connection
DeepBank1.1/20800042,269,"nw/wsj/08/wsj_0800.parse 41 2 gold scoff-v 40.2 Judgment_communication scoff.01 1 ----- 0:1-ARG0=Agent;Communicator 2:0-rel 3:1-ARG1=Recipient;Addressee 
",Judgment_communication
DeepBank1.1/20800045,433,"nw/wsj/08/wsj_0800.parse 44 21 gold build-v 26.1-1 Building build.01 null ----- 3:1*20:1-ARG0=Agent;Agent 21:0-rel 22:1-ARG1=Product;Created_entity 3:1*20:1-LINK-PRO 
",Building
DeepBank1.1/20800058,394,"nw/wsj/08/wsj_0800.parse 57 13 gold hear-v 84-1-1 Hear hear.01 null ----- 12:1-ARG0 13:0-rel 14:1-ARG1 18:1-ARGM-TMP 
",Hear
DeepBank1.1/20801004,502,"nw/wsj/08/wsj_0801.parse 3 29 gold name-v 29.1 Name_conferral name.03 null ----- 26:1*30:1-ARG1=Theme;Entity 29:0-rel 
",Name_conferral
DeepBank1.1/20804002,387,"nw/wsj/08/wsj_0804.parse 1 17 gold star-v 29.8-1-1 Performers_and_roles star.01 1 ----- 13:1*15:1*16:1-ARG1=Agent;Performer 17:0-rel 18:1-ARG2=Beneficiary;Audience 13:1*15:1-LINK-SLC 
",Performers_and_roles
DeepBank1.1/20804007,565,"nw/wsj/08/wsj_0804.parse 6 2 gold impress-v 31.1 Experiencer_obj impress.02 1 ----- 1:1-ARG0=Stimulus;Stimulus 2:0-rel 3:1-ARG1=Experiencer;Experiencer 8:1-ARG2 
",Experiencer_obj
DeepBank1.1/20804021,459,"nw/wsj/08/wsj_0804.parse 20 20 gold teach-v 37.1.1-1-1 Education_teaching teach.01 1 ----- 0:1-ARGM-ADV 15:1-ARG0=Agent 16:1-ARGM-ADV 20:0-rel 21:1-ARGM-MNR 24:2-ARGM-ADV 
",Education_teaching
DeepBank1.1/20804030,308,"nw/wsj/08/wsj_0804.parse 29 8 gold teach-v 37.1.1-1-1 Education_teaching teach.01 1 ----- 6:1-ARG0=Agent 8:0-rel 9:1-ARG1=Topic 10:1-ARGM-ADV 
",Education_teaching
DeepBank1.1/20807002,580,"nw/wsj/08/wsj_0807.parse 1 11 gold sell-v 13.1-1 Commerce_sell sell.01 null ----- 2:1*7:1*8:1*12:1-ARG1=Theme;Goods 11:0-rel 13:1-ARGM-PRD 2:1*7:1-LINK-SLC 
",Commerce_sell
DeepBank1.1/20807012,317,"nw/wsj/08/wsj_0807.parse 11 19 gold sell-v 13.1-1 Commerce_sell sell.01 null ----- 10:2*15:1*16:1*20:1-ARG1=Theme;Goods 19:0-rel 10:2*15:1-LINK-SLC 
",Commerce_sell
DeepBank1.1/20812014,327,"nw/wsj/08/wsj_0812.parse 13 11 gold release-v 80-1 Releasing release.01 null ----- 2:1*5:1*18:1-ARGM-TMP 6:2-ARG0=Cause 11:0-rel 12:2-ARG1=Theme 2:1*5:1-LINK-SLC 
",Releasing
DeepBank1.1/20813003,181,"nw/wsj/08/wsj_0813.parse 2 1 gold make-v 26.1-1 Manufacturing make.01 null ----- 0:1-ARG0=Agent;Manufacturer 1:0-rel 2:2-ARG1=Product;Product 
",Manufacturing
DeepBank1.1/20814017,471,"nw/wsj/08/wsj_0814.parse 16 20 gold cost-v 54.2 Expensiveness cost.01 1 ----- 9:1*12:1*18:1-ARG1=Theme;Goods 19:0-ARGM-MOD 20:0-rel 21:2-ARG2=Value;Asset 9:1*12:1-LINK-SLC 
",Expensiveness
DeepBank1.1/20814036,337,"nw/wsj/08/wsj_0814.parse 35 9 gold make-v 29.3 Causation make.02 3 ----- 5:2-ARG0=Agent 9:0-rel 10:2-ARG1=Theme 
",Causation
DeepBank1.1/20814038,364,"nw/wsj/08/wsj_0814.parse 37 14 gold keep-v 55.6 Activity_ongoing keep.02 1 ----- 10:1*12:1*13:1-ARG0=Agent 14:0-rel 15:2-ARG1=Theme 10:1*12:1-LINK-SLC 
",Activity_ongoing
DeepBank1.1/20814048,476,"nw/wsj/08/wsj_0814.parse 47 11 gold respond-v 37.7 Communication_response respond.01 1 ----- 9:1-ARG0=Agent;Speaker 11:0-rel 12:1-ARGM-MNR 13:1-ARG1=Recipient;Addressee 24:1-ARGM-TMP 
",Communication_response
DeepBank1.1/20814056,351,"nw/wsj/08/wsj_0814.parse 55 2 gold conduct-v 51.7 Cotheme conduct.01 2 ----- 0:1*3:1-ARG1=Theme;Cotheme 2:0-rel 4:1-ARGM-LOC 0:1*3:1-LINK-PSV 
",Cotheme
DeepBank1.1/20814063,443,"nw/wsj/08/wsj_0814.parse 62 3 gold make-v 26.1-1 Cooking_creation make.01 2 ----- 0:1*4:1-ARG1=Product;Produced_food 3:0-rel 5:1-ARG0=Agent;Cook 11:1-ARGM-LOC 
",Cooking_creation
DeepBank1.1/20814079,408,"nw/wsj/08/wsj_0814.parse 78 7 gold report-v 37.7-1 Statement report.01 1 ----- 0:0-ARGM-DIS 1:2-ARG0 7:0-rel 8:1-ARG1 21:1-ARGM-MNR 
",Statement
DeepBank1.1/20817001,716,"nw/wsj/08/wsj_0817.parse 0 2 gold join-v 22.1-2-1 Cause_to_amalgamate join.01 null ----- 0:1-ARG0=Agent;Agent 2:0-rel 3:1-ARG1=Patient;Part_1 5:1-ARGM-LOC 
",Cause_to_amalgamate
DeepBank1.1/20817005,757,"nw/wsj/08/wsj_0817.parse 4 7 gold reduce-v 76 Cause_change_of_position_on_a_scale reduce.01 null ----- 1:1*4:1*10:1-ARGM-MNR 5:1-ARG0 7:0-rel 8:1-ARG1 1:1*4:1-LINK-SLC 
",Cause_change_of_position_on_a_scale
DeepBank1.1/20817011,621,"nw/wsj/08/wsj_0817.parse 10 9 gold make-v 29.3 Causation make.02 null ----- 0:2-ARG0=Agent 9:0-rel 10:2-ARG1=Theme 
",Causation
